hospital,Категорія діагнозу,Діагноз,visit_month,Стать,age,counts
5,Нервова система,N01 Головний біль ,2019-12,Жіноча,y6-17,3
5,Нервова система,N01 Головний біль ,2019-12,Жіноча,y65+,1
5,Нервова система,N01 Головний біль ,2019-12,Чоловіча,y18-39,5
5,Нервова система,N01 Головний біль ,2019-12,Чоловіча,y40-64,3
5,Нервова система,N87 Паркінсонізм ,2019-02,Жіноча,y65+,1
5,Нервова система,N87 Паркінсонізм ,2019-02,Чоловіча,y65+,2
5,Нервова система,N87 Паркінсонізм ,2019-03,Жіноча,y65+,6
5,Нервова система,N87 Паркінсонізм ,2019-04,Жіноча,y40-64,1
5,Нервова система,N87 Паркінсонізм ,2019-04,Жіноча,y65+,1
5,Нервова система,N87 Паркінсонізм ,2019-04,Чоловіча,y65+,5
5,Нервова система,N87 Паркінсонізм ,2019-05,Жіноча,y40-64,2
5,Нервова система,N87 Паркінсонізм ,2019-05,Чоловіча,y65+,2
5,Нервова система,N87 Паркінсонізм ,2019-06,Жіноча,y65+,3
5,Нервова система,N87 Паркінсонізм ,2019-06,Чоловіча,y65+,2
5,Нервова система,N87 Паркінсонізм ,2019-07,Жіноча,y40-64,1
5,Нервова система,N87 Паркінсонізм ,2019-07,Жіноча,y65+,2
5,Нервова система,N87 Паркінсонізм ,2019-07,Чоловіча,y40-64,1
5,Нервова система,N87 Паркінсонізм ,2019-07,Чоловіча,y65+,5
5,Нервова система,N87 Паркінсонізм ,2019-08,Жіноча,y65+,1
5,Нервова система,N87 Паркінсонізм ,2019-09,Жіноча,y40-64,1
5,Нервова система,N87 Паркінсонізм ,2019-09,Жіноча,y65+,6
5,Нервова система,N87 Паркінсонізм ,2019-09,Чоловіча,y65+,2
5,Нервова система,N87 Паркінсонізм ,2019-10,Жіноча,y40-64,1
5,Нервова система,N87 Паркінсонізм ,2019-10,Жіноча,y65+,4
5,Нервова система,N87 Паркінсонізм ,2019-11,Жіноча,y40-64,2
5,Нервова система,N87 Паркінсонізм ,2019-11,Жіноча,y65+,1
5,Нервова система,N87 Паркінсонізм ,2019-11,Чоловіча,y65+,2
5,Нервова система,N87 Паркінсонізм ,2019-12,Жіноча,y40-64,2
5,Нервова система,N87 Паркінсонізм ,2019-12,Жіноча,y65+,1
5,Нервова система,N87 Паркінсонізм ,2019-12,Чоловіча,y40-64,2
5,Нервова система,N88 Епілепсія ,2019-02,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-02,Чоловіча,y18-39,3
5,Нервова система,N88 Епілепсія ,2019-02,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-03,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-03,Чоловіча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-03,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-04,Жіноча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-04,Жіноча,y6-17,1
5,Нервова система,N88 Епілепсія ,2019-04,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-04,Чоловіча,y40-64,1
5,Нервова система,N88 Епілепсія ,2019-04,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-05,Жіноча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-05,Жіноча,y40-64,1
5,Нервова система,N88 Епілепсія ,2019-05,Жіноча,y6-17,1
5,Нервова система,N88 Епілепсія ,2019-05,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-05,Чоловіча,y18-39,5
5,Нервова система,N88 Епілепсія ,2019-05,Чоловіча,y40-64,1
5,Нервова система,N88 Епілепсія ,2019-05,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-06,Жіноча,y0-5,1
5,Нервова система,N88 Епілепсія ,2019-06,Жіноча,y6-17,1
5,Нервова система,N88 Епілепсія ,2019-06,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-06,Чоловіча,y0-5,1
5,Нервова система,N88 Епілепсія ,2019-06,Чоловіча,y40-64,2
5,Нервова система,N88 Епілепсія ,2019-06,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-07,Жіноча,y18-39,3
5,Нервова система,N88 Епілепсія ,2019-07,Жіноча,y40-64,4
5,Нервова система,N88 Епілепсія ,2019-07,Жіноча,y6-17,3
5,Нервова система,N88 Епілепсія ,2019-07,Чоловіча,y18-39,2
5,Нервова система,N88 Епілепсія ,2019-07,Чоловіча,y40-64,2
5,Нервова система,N88 Епілепсія ,2019-07,Чоловіча,y6-17,1
5,Нервова система,N88 Епілепсія ,2019-07,Чоловіча,y65+,2
5,Нервова система,N88 Епілепсія ,2019-08,Жіноча,y40-64,2
5,Нервова система,N88 Епілепсія ,2019-08,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-08,Чоловіча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-08,Чоловіча,y40-64,1
5,Нервова система,N88 Епілепсія ,2019-09,Жіноча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-09,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-09,Чоловіча,y40-64,1
5,Нервова система,N88 Епілепсія ,2019-09,Чоловіча,y6-17,3
5,Нервова система,N88 Епілепсія ,2019-09,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-10,Жіноча,y0-5,1
5,Нервова система,N88 Епілепсія ,2019-10,Жіноча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-10,Жіноча,y6-17,2
5,Нервова система,N88 Епілепсія ,2019-10,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-10,Чоловіча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-10,Чоловіча,y40-64,2
5,Нервова система,N88 Епілепсія ,2019-10,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-11,Жіноча,y18-39,2
5,Нервова система,N88 Епілепсія ,2019-11,Жіноча,y6-17,2
5,Нервова система,N88 Епілепсія ,2019-11,Жіноча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-11,Чоловіча,y18-39,2
5,Нервова система,N88 Епілепсія ,2019-11,Чоловіча,y40-64,4
5,Нервова система,N88 Епілепсія ,2019-11,Чоловіча,y65+,1
5,Нервова система,N88 Епілепсія ,2019-12,Жіноча,y18-39,1
5,Нервова система,N88 Епілепсія ,2019-12,Жіноча,y6-17,2
5,Нервова система,N88 Епілепсія ,2019-12,Чоловіча,y18-39,2
5,Нервова система,N88 Епілепсія ,2019-12,Чоловіча,y40-64,1
5,Нервова система,N88 Епілепсія ,2019-12,Чоловіча,y6-17,2
5,Нервова система,N95 Головний біль напруги ,2019-01,Жіноча,y40-64,1
5,Нервова система,N95 Головний біль напруги ,2019-02,Жіноча,y18-39,3
5,Нервова система,N95 Головний біль напруги ,2019-03,Жіноча,y40-64,1
5,Нервова система,N95 Головний біль напруги ,2019-03,Жіноча,y6-17,2
5,Нервова система,N95 Головний біль напруги ,2019-03,Чоловіча,y40-64,1
5,Нервова система,N95 Головний біль напруги ,2019-03,Чоловіча,y6-17,1
5,Нервова система,N95 Головний біль напруги ,2019-04,Жіноча,y18-39,4
5,Нервова система,N95 Головний біль напруги ,2019-04,Чоловіча,y6-17,2
5,Нервова система,N95 Головний біль напруги ,2019-05,Жіноча,y18-39,1
5,Нервова система,N95 Головний біль напруги ,2019-05,Жіноча,y40-64,3
5,Нервова система,N95 Головний біль напруги ,2019-05,Чоловіча,y6-17,1
5,Нервова система,N95 Головний біль напруги ,2019-06,Жіноча,y65+,1
5,Нервова система,N95 Головний біль напруги ,2019-06,Чоловіча,y6-17,1
5,Нервова система,N95 Головний біль напруги ,2019-06,Чоловіча,y65+,1
5,Нервова система,N95 Головний біль напруги ,2019-07,Чоловіча,y40-64,1
5,Нервова система,N95 Головний біль напруги ,2019-09,Жіноча,y6-17,5
5,Нервова система,N95 Головний біль напруги ,2019-10,Жіноча,y6-17,1
5,Нервова система,N95 Головний біль напруги ,2019-10,Чоловіча,y18-39,1
5,Нервова система,N95 Головний біль напруги ,2019-11,Жіноча,y18-39,1
5,Нервова система,N95 Головний біль напруги ,2019-11,Жіноча,y6-17,1
5,Нервова система,N95 Головний біль напруги ,2019-11,Чоловіча,y6-17,4
5,Нервова система,N95 Головний біль напруги ,2019-12,Жіноча,y40-64,1
5,Нервова система,N95 Головний біль напруги ,2019-12,Жіноча,y6-17,1
5,Нервова система,N95 Головний біль напруги ,2019-12,Чоловіча,y0-5,1
5,Нервова система,N95 Головний біль напруги ,2019-12,Чоловіча,y40-64,6
5,Нервова система,N95 Головний біль напруги ,2019-12,Чоловіча,y6-17,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-01,Жіноча,y65+,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-01,Чоловіча,y65+,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-02,Жіноча,y18-39,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-02,Жіноча,y40-64,9
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-02,Жіноча,y65+,5
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-02,Чоловіча,y18-39,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-02,Чоловіча,y40-64,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-02,Чоловіча,y6-17,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-02,Чоловіча,y65+,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Жіноча,y18-39,8
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Жіноча,y40-64,21
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Жіноча,y6-17,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Жіноча,y65+,10
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Чоловіча,y0-5,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Чоловіча,y18-39,4
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Чоловіча,y40-64,5
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Чоловіча,y6-17,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-03,Чоловіча,y65+,5
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Жіноча,y18-39,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Жіноча,y40-64,23
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Жіноча,y6-17,4
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Жіноча,y65+,11
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Чоловіча,y0-5,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Чоловіча,y18-39,4
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Чоловіча,y40-64,9
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Чоловіча,y6-17,8
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-04,Чоловіча,y65+,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Жіноча,y0-5,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Жіноча,y18-39,23
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Жіноча,y40-64,15
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Жіноча,y6-17,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Жіноча,y65+,13
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Чоловіча,y0-5,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Чоловіча,y18-39,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Чоловіча,y40-64,10
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Чоловіча,y6-17,4
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-05,Чоловіча,y65+,5
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Жіноча,y0-5,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Жіноча,y18-39,15
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Жіноча,y40-64,26
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Жіноча,y6-17,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Жіноча,y65+,10
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Чоловіча,y0-5,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Чоловіча,y18-39,11
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Чоловіча,y40-64,14
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Чоловіча,y6-17,11
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-06,Чоловіча,y65+,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Жіноча,y0-5,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Жіноча,y18-39,11
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Жіноча,y40-64,27
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Жіноча,y6-17,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Жіноча,y65+,15
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Чоловіча,y0-5,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Чоловіча,y18-39,15
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Чоловіча,y40-64,16
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Чоловіча,y6-17,9
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-07,Чоловіча,y65+,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Жіноча,y18-39,10
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Жіноча,y40-64,31
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Жіноча,y6-17,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Жіноча,y65+,13
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Чоловіча,y18-39,5
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Чоловіча,y40-64,9
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Чоловіча,y6-17,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-08,Чоловіча,y65+,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Жіноча,y18-39,22
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Жіноча,y40-64,18
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Жіноча,y6-17,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Жіноча,y65+,14
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Чоловіча,y0-5,2
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Чоловіча,y18-39,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Чоловіча,y40-64,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Чоловіча,y6-17,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-09,Чоловіча,y65+,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Жіноча,y0-5,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Жіноча,y18-39,15
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Жіноча,y40-64,25
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Жіноча,y6-17,8
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Жіноча,y65+,13
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Чоловіча,y0-5,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Чоловіча,y18-39,8
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Чоловіча,y40-64,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Чоловіча,y6-17,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-10,Чоловіча,y65+,4
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Жіноча,y18-39,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Жіноча,y40-64,32
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Жіноча,y6-17,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Жіноча,y65+,16
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Чоловіча,y0-5,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Чоловіча,y18-39,11
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Чоловіча,y40-64,17
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Чоловіча,y6-17,8
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-11,Чоловіча,y65+,1
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y0-5,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y18-39,7
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y40-64,26
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y6-17,9
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y65+,16
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y0-5,6
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y18-39,3
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y40-64,10
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y6-17,14
5,Нервова система,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y65+,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-02,Жіноча,y6-17,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-02,Чоловіча,y18-39,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-03,Чоловіча,y18-39,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-03,Чоловіча,y40-64,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-04,Жіноча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-04,Жіноча,y18-39,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-04,Жіноча,y40-64,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-04,Чоловіча,y0-5,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-05,Жіноча,y6-17,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-05,Чоловіча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-06,Жіноча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-06,Жіноча,y40-64,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-06,Жіноча,y6-17,4
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-06,Чоловіча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-07,Жіноча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-07,Жіноча,y40-64,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-07,Жіноча,y6-17,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-07,Чоловіча,y0-5,7
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-07,Чоловіча,y18-39,4
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-07,Чоловіча,y6-17,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-08,Жіноча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-09,Жіноча,y0-5,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-09,Жіноча,y6-17,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-09,Чоловіча,y6-17,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-09,Чоловіча,y65+,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-10,Жіноча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-10,Жіноча,y6-17,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-10,Чоловіча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-10,Чоловіча,y65+,4
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-11,Жіноча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-11,Чоловіча,y40-64,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-11,Чоловіча,y6-17,5
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-12,Жіноча,y0-5,2
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-12,Жіноча,y40-64,1
5,Око,F70 Кон'юнктивіт інфекційний  ,2019-12,Чоловіча,y6-17,2
5,Око,F92 Катаракта  ,2019-01,Чоловіча,y65+,2
5,Око,F92 Катаракта  ,2019-02,Жіноча,y65+,1
5,Око,F92 Катаракта  ,2019-04,Жіноча,y65+,1
5,Око,F92 Катаракта  ,2019-05,Жіноча,y40-64,2
5,Око,F92 Катаракта  ,2019-05,Чоловіча,y40-64,2
5,Око,F92 Катаракта  ,2019-05,Чоловіча,y65+,2
5,Око,F92 Катаракта  ,2019-06,Жіноча,y40-64,1
5,Око,F92 Катаракта  ,2019-06,Жіноча,y65+,1
5,Око,F92 Катаракта  ,2019-06,Чоловіча,y40-64,1
5,Око,F92 Катаракта  ,2019-06,Чоловіча,y65+,2
5,Око,F92 Катаракта  ,2019-07,Жіноча,y65+,5
5,Око,F92 Катаракта  ,2019-07,Чоловіча,y40-64,2
5,Око,F92 Катаракта  ,2019-07,Чоловіча,y6-17,1
5,Око,F92 Катаракта  ,2019-07,Чоловіча,y65+,3
5,Око,F92 Катаракта  ,2019-08,Жіноча,y65+,3
5,Око,F92 Катаракта  ,2019-08,Чоловіча,y40-64,2
5,Око,F92 Катаракта  ,2019-08,Чоловіча,y65+,4
5,Око,F92 Катаракта  ,2019-09,Жіноча,y65+,1
5,Око,F92 Катаракта  ,2019-09,Чоловіча,y65+,5
5,Око,F92 Катаракта  ,2019-10,Жіноча,y40-64,2
5,Око,F92 Катаракта  ,2019-10,Жіноча,y65+,1
5,Око,F92 Катаракта  ,2019-10,Чоловіча,y65+,4
5,Око,F92 Катаракта  ,2019-11,Жіноча,y40-64,2
5,Око,F92 Катаракта  ,2019-11,Жіноча,y65+,11
5,Око,F92 Катаракта  ,2019-11,Чоловіча,y65+,1
5,Око,F92 Катаракта  ,2019-12,Жіноча,y40-64,2
5,Око,F92 Катаракта  ,2019-12,Жіноча,y65+,6
5,Око,F92 Катаракта  ,2019-12,Чоловіча,y65+,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-02,Жіноча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-02,Жіноча,y6-17,2
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-02,Чоловіча,y6-17,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-03,Жіноча,y6-17,2
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-03,Чоловіча,y6-17,4
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-04,Жіноча,y6-17,12
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-04,Чоловіча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-04,Чоловіча,y6-17,4
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y0-5,3
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y40-64,2
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y6-17,21
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-05,Чоловіча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-05,Чоловіча,y6-17,17
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-06,Жіноча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-06,Жіноча,y6-17,23
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-06,Чоловіча,y0-5,3
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-06,Чоловіча,y6-17,12
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-06,Чоловіча,y65+,3
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-07,Жіноча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-07,Жіноча,y6-17,32
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-07,Чоловіча,y0-5,3
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-07,Чоловіча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-07,Чоловіча,y6-17,11
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-08,Жіноча,y0-5,3
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-08,Жіноча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-08,Жіноча,y6-17,15
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-08,Чоловіча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-08,Чоловіча,y18-39,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-08,Чоловіча,y6-17,13
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-09,Жіноча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-09,Жіноча,y6-17,13
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-09,Жіноча,y65+,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-09,Чоловіча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-09,Чоловіча,y6-17,11
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-09,Чоловіча,y65+,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-10,Жіноча,y0-5,2
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-10,Жіноча,y40-64,2
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-10,Жіноча,y6-17,8
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-10,Чоловіча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-10,Чоловіча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-10,Чоловіча,y6-17,8
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-11,Жіноча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-11,Жіноча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-11,Жіноча,y6-17,6
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-11,Чоловіча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-11,Чоловіча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-11,Чоловіча,y6-17,3
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y0-5,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y6-17,7
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y65+,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y18-39,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y40-64,1
5,Око,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y6-17,7
5,Опорно-рухова система,L03 Поперек - симптоми/скарги ,2019-01,Жіноча,y40-64,5
5,Опорно-рухова система,L03 Поперек - симптоми/скарги ,2019-02,Жіноча,y18-39,1
