hospital,Діагноз,visit_month,Стать,age,counts,counts_unique
3,K85 Підвищений артеріальний тиск  ,2019-12,Чоловіча,y65+,14,6.0
3,K85 Підвищений артеріальний тиск  ,2019-12,Чоловіча,y40-64,13,4.0
3,K85 Підвищений артеріальний тиск  ,2019-12,Чоловіча,y18-39,5,2.0
3,K85 Підвищений артеріальний тиск  ,2019-12,Жіноча,y65+,59,18.0
3,K85 Підвищений артеріальний тиск  ,2019-12,Жіноча,y40-64,40,9.0
3,K85 Підвищений артеріальний тиск  ,2019-12,Жіноча,y18-39,6,2.0
5,основний R74  ,2019-12,Чоловіча,y18-39,12,2.0
3,K84 Хвороби серця інші  ,2019-12,Чоловіча,y65+,8,1.0
3,K84 Хвороби серця інші  ,2019-12,Чоловіча,y6-17,4,2.0
3,K84 Хвороби серця інші  ,2019-12,Чоловіча,y40-64,11,1.0
3,K84 Хвороби серця інші  ,2019-12,Чоловіча,y18-39,1,1.0
5,H99 Захворювання вуха інші  ,2019-12,Жіноча,y0-5,1,1.0
5,H99 Захворювання вуха інші  ,2019-12,Чоловіча,y0-5,1,
5,H99 Захворювання вуха інші  ,2019-12,Чоловіча,y18-39,1,1.0
5,H99 Захворювання вуха інші  ,2019-12,Чоловіча,y6-17,2,1.0
3,K84 Хвороби серця інші  ,2019-12,Жіноча,y65+,33,8.0
3,K86 Гіпертонія неускладнена  ,2019-12,Чоловіча,y40-64,31,17.0
5,K74 ІХС із стенокардією  ,2019-12,Жіноча,,2,
5,K74 ІХС із стенокардією  ,2019-12,Жіноча,y40-64,43,15.0
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y40-64,33,12.0
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y18-39,9,6.0
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y0-5,2,1.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y65+,2,2.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y40-64,4,2.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y18-39,1,1.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y65+,12,5.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y6-17,1,
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y40-64,10,6.0
5,K76 ІХС без стенокардії  ,2019-12,Жіноча,,1,
5,K76 ІХС без стенокардії  ,2019-12,Жіноча,y40-64,196,68.0
5,K76 ІХС без стенокардії  ,2019-12,Жіноча,y65+,470,114.0
5,K76 ІХС без стенокардії  ,2019-12,Чоловіча,,2,1.0
5,K76 ІХС без стенокардії  ,2019-12,Чоловіча,y18-39,3,1.0
5,K76 ІХС без стенокардії  ,2019-12,Чоловіча,y40-64,110,33.0
5,K76 ІХС без стенокардії  ,2019-12,Чоловіча,y65+,214,51.0
3,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y18-39,7,3.0
3,D97 Захворювання печінки БДУ  ,2019-12,Чоловіча,y65+,3,2.0
3,D97 Захворювання печінки БДУ  ,2019-12,Чоловіча,y18-39,1,1.0
3,D97 Захворювання печінки БДУ  ,2019-12,Жіноча,y65+,3,1.0
3,D97 Захворювання печінки БДУ  ,2019-12,Жіноча,y40-64,2,
5,K77 Серцева недостатність  ,2019-12,Жіноча,y65+,10,2.0
3,D87 Розлад функції шлунку  ,2019-12,Чоловіча,y65+,3,
3,D87 Розлад функції шлунку  ,2019-12,Чоловіча,y6-17,1,1.0
3,D87 Розлад функції шлунку  ,2019-12,Чоловіча,y40-64,1,
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y65+,15,7.0
5,K74 ІХС із стенокардією  ,2019-12,Жіноча,y18-39,1,
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y0-5,1,1.0
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y40-64,17,6.0
5,K74 ІХС із стенокардією  ,2019-12,Жіноча,y65+,96,31.0
5,K74 ІХС із стенокардією  ,2019-12,Чоловіча,y40-64,40,16.0
5,K74 ІХС із стенокардією  ,2019-12,Чоловіча,y65+,70,12.0
3,H99 Захворювання вуха інші  ,2019-12,Чоловіча,y18-39,1,1.0
3,H99 Захворювання вуха інші  ,2019-12,Жіноча,y65+,1,1.0
3,H71 Гострий середній отит / мірингіт  ,2019-12,Жіноча,y6-17,1,1.0
3,H71 Гострий середній отит / мірингіт  ,2019-12,Жіноча,y18-39,1,
5,K75 Гострий інфаркт міокарда  ,2019-12,Жіноча,y40-64,1,1.0
5,K75 Гострий інфаркт міокарда  ,2019-12,Жіноча,y65+,1,
5,K75 Гострий інфаркт міокарда  ,2019-12,Чоловіча,y40-64,2,1.0
3,H70 Зовнішній отит  ,2019-12,Чоловіча,y0-5,1,1.0
3,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y65+,1,
3,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y40-64,3,
3,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y0-5,1,1.0
3,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y65+,1,1.0
3,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y6-17,4,3.0
3,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y40-64,5,2.0
3,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y18-39,1,
3,F92 Катаракта  ,2019-12,Чоловіча,y65+,1,1.0
3,F92 Катаракта  ,2019-12,Жіноча,y65+,1,
3,F92 Катаракта  ,2019-12,Жіноча,y40-64,2,1.0
3,F70 Кон'юнктивіт інфекційний  ,2019-12,Чоловіча,y40-64,1,
3,F70 Кон'юнктивіт інфекційний  ,2019-12,Чоловіча,y18-39,2,2.0
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y65+,9,2.0
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y6-17,1,1.0
3,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y18-39,7,6.0
3,K86 Гіпертонія неускладнена  ,2019-12,Чоловіча,y65+,32,8.0
3,K87 Гіпертонія з ускладненням  ,2019-12,Жіноча,y40-64,8,
3,K87 Гіпертонія з ускладненням  ,2019-12,Жіноча,y65+,21,9.0
3,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Чоловіча,y18-39,1,
3,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Жіноча,y40-64,3,1.0
3,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Жіноча,y18-39,3,1.0
3,L86 Спинний синдром з іррадіацією болю ,2019-12,Чоловіча,y65+,3,
3,L86 Спинний синдром з іррадіацією болю ,2019-12,Чоловіча,y40-64,28,8.0
3,L86 Спинний синдром з іррадіацією болю ,2019-12,Чоловіча,y18-39,17,7.0
3,L86 Спинний синдром з іррадіацією болю ,2019-12,Жіноча,y65+,1,1.0
3,L86 Спинний синдром з іррадіацією болю ,2019-12,Жіноча,y40-64,15,4.0
3,L86 Спинний синдром з іррадіацією болю ,2019-12,Жіноча,y18-39,12,5.0
3,L85 Набута деформація хребта ,2019-12,Чоловіча,y6-17,4,2.0
3,L85 Набута деформація хребта ,2019-12,Жіноча,y6-17,3,3.0
3,L84 Спинний синдром без іррадіації болю ,2019-12,Чоловіча,y40-64,18,10.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y0-5,3,2.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y18-39,5,4.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y40-64,23,8.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y6-17,9,5.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Жіноча,y65+,50,17.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,,1,1.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y0-5,2,2.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y18-39,14,5.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y40-64,26,8.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y6-17,5,5.0
5,"D99 Хвороба системи травлення, ін.  ",2019-12,Чоловіча,y65+,17,4.0
3,L84 Спинний синдром без іррадіації болю ,2019-12,Чоловіча,y18-39,4,1.0
3,L84 Спинний синдром без іррадіації болю ,2019-12,Жіноча,y65+,11,5.0
3,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y40-64,1,1.0
3,L84 Спинний синдром без іррадіації болю ,2019-12,Жіноча,y40-64,9,5.0
3,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y65+,4,2.0
3,L89 Остеоартроз кульшового суглоба ,2019-12,Чоловіча,y65+,2,2.0
3,L92 Плечовий синдром ,2019-12,Чоловіча,y40-64,5,1.0
3,L92 Плечовий синдром ,2019-12,Чоловіча,y18-39,1,1.0
3,L92 Плечовий синдром ,2019-12,Жіноча,y65+,2,
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,,2,1.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y18-39,3,1.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y40-64,17,5.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y6-17,6,4.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Жіноча,y65+,17,5.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y0-5,1,
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y18-39,4,2.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y40-64,10,4.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y6-17,3,2.0
5,D98 Холецистит / жовчнокам'яна хвороба  ,2019-12,Чоловіча,y65+,5,1.0
3,L91 Остеоартроз ін. ,2019-12,Чоловіча,y65+,5,2.0
3,L91 Остеоартроз ін. ,2019-12,Чоловіча,y40-64,17,4.0
3,L91 Остеоартроз ін. ,2019-12,Чоловіча,y18-39,4,1.0
3,L91 Остеоартроз ін. ,2019-12,Жіноча,y65+,13,9.0
3,L91 Остеоартроз ін. ,2019-12,Жіноча,y40-64,16,11.0
3,L91 Остеоартроз ін. ,2019-12,Жіноча,y18-39,1,1.0
3,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y65+,14,6.0
3,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y40-64,5,2.0
3,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y18-39,3,2.0
3,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y65+,18,5.0
3,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y40-64,22,8.0
3,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y18-39,3,1.0
3,L89 Остеоартроз кульшового суглоба ,2019-12,Чоловіча,y40-64,1,1.0
3,L84 Спинний синдром без іррадіації болю ,2019-12,Жіноча,y18-39,6,2.0
3,L83 Шийний синдром ,2019-12,Чоловіча,y65+,2,2.0
3,L83 Шийний синдром ,2019-12,Чоловіча,y40-64,2,
3,K99 Захворювання (К) інші ,2019-12,Жіноча,y65+,10,1.0
3,K99 Захворювання (К) інші ,2019-12,Жіноча,y40-64,6,1.0
3,K99 Захворювання (К) інші ,2019-12,Жіноча,y18-39,1,
5,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y0-5,1,1.0
5,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y6-17,7,5.0
5,"F99 Захворювання ока/придатків, інші  ",2019-12,Жіноча,y65+,1,1.0
5,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y18-39,1,1.0
5,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y40-64,1,1.0
5,"F99 Захворювання ока/придатків, інші  ",2019-12,Чоловіча,y6-17,7,4.0
3,K95 Варикозне розширення вен ніг ,2019-12,Жіноча,y65+,4,
3,K92 Атеросклероз / захворювання периф. судин  ,2019-12,Чоловіча,y65+,2,1.0
3,K92 Атеросклероз / захворювання периф. судин  ,2019-12,Чоловіча,y40-64,3,1.0
3,K92 Атеросклероз / захворювання периф. судин  ,2019-12,Жіноча,y65+,3,2.0
3,K92 Атеросклероз / захворювання периф. судин  ,2019-12,Жіноча,y40-64,4,2.0
5,H70 Зовнішній отит  ,2019-12,Жіноча,y18-39,2,2.0
3,K91 Захворювання судин мозку ,2019-12,Чоловіча,y65+,6,
3,K91 Захворювання судин мозку ,2019-12,Чоловіча,y40-64,2,2.0
3,K91 Захворювання судин мозку ,2019-12,Жіноча,y65+,20,4.0
3,K91 Захворювання судин мозку ,2019-12,Жіноча,y40-64,6,
3,K90 Інсульт / порушення мозкового кровообігу ,2019-12,Чоловіча,y40-64,4,1.0
3,K90 Інсульт / порушення мозкового кровообігу ,2019-12,Жіноча,y65+,2,1.0
3,K90 Інсульт / порушення мозкового кровообігу ,2019-12,Жіноча,y40-64,1,
3,K87 Гіпертонія з ускладненням  ,2019-12,Чоловіча,y65+,8,2.0
3,K87 Гіпертонія з ускладненням  ,2019-12,Чоловіча,y40-64,8,3.0
3,K87 Гіпертонія з ускладненням  ,2019-12,Чоловіча,y18-39,6,1.0
3,K99 Захворювання (К) інші ,2019-12,Чоловіча,y40-64,10,
3,K99 Захворювання (К) інші ,2019-12,Чоловіча,y65+,4,
3,L03 Поперек - симптоми/скарги ,2019-12,Чоловіча,y18-39,1,1.0
3,L03 Поперек - симптоми/скарги ,2019-12,Чоловіча,y40-64,2,1.0
3,L83 Шийний синдром ,2019-12,Чоловіча,y18-39,5,2.0
3,L83 Шийний синдром ,2019-12,Жіноча,y65+,7,2.0
3,L83 Шийний синдром ,2019-12,Жіноча,y40-64,4,2.0
3,L83 Шийний синдром ,2019-12,Жіноча,y18-39,2,
5,F70 Кон'юнктивіт інфекційний  ,2019-12,Жіноча,y0-5,2,2.0
5,F70 Кон'юнктивіт інфекційний  ,2019-12,Жіноча,y40-64,1,1.0
5,F70 Кон'юнктивіт інфекційний  ,2019-12,Чоловіча,y6-17,2,
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Чоловіча,y65+,3,2.0
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Чоловіча,y6-17,1,1.0
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Чоловіча,y40-64,4,2.0
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Чоловіча,y18-39,8,4.0
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Жіноча,y65+,2,
3,T90 Інсулінонезалежний цукровий діабет  ,2019-12,Чоловіча,y65+,13,3.0
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Жіноча,y6-17,1,1.0
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Жіноча,y18-39,2,1.0
5,F92 Катаракта  ,2019-12,Жіноча,,1,1.0
5,F92 Катаракта  ,2019-12,Жіноча,y40-64,2,1.0
5,F92 Катаракта  ,2019-12,Жіноча,y65+,6,3.0
5,F92 Катаракта  ,2019-12,Чоловіча,y65+,1,
3,L76 Перелом: інші ,2019-12,Чоловіча,y40-64,1,1.0
3,L76 Перелом: інші ,2019-12,Чоловіча,y18-39,2,1.0
3,L76 Перелом: інші ,2019-12,Жіноча,y65+,1,1.0
3,L74 Перелом: кисть/стопа ,2019-12,Чоловіча,y6-17,1,1.0
3,L74 Перелом: кисть/стопа ,2019-12,Чоловіча,y18-39,4,2.0
3,L74 Перелом: кисть/стопа ,2019-12,Жіноча,y6-17,3,3.0
3,L74 Перелом: кисть/стопа ,2019-12,Жіноча,y40-64,1,
3,L81 Травма опорно-рухової системи БДУ ,2019-12,Жіноча,y40-64,3,1.0
3,D87 Розлад функції шлунку  ,2019-12,Чоловіча,y18-39,1,1.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-12,Жіноча,y18-39,1,
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-12,Жіноча,y65+,7,4.0
4,U70 Пієлонефрит / пієліт  ,2019-12,Чоловіча,y18-39,1,
4,U70 Пієлонефрит / пієліт  ,2019-12,Чоловіча,y40-64,8,6.0
4,U70 Пієлонефрит / пієліт  ,2019-12,Чоловіча,y6-17,1,1.0
4,N95 Головний біль напруги ,2019-12,Жіноча,y6-17,1,1.0
4,N88 Епілепсія ,2019-12,Чоловіча,y6-17,1,1.0
4,N88 Епілепсія ,2019-12,Чоловіча,y18-39,1,1.0
4,N88 Епілепсія ,2019-12,Жіноча,y18-39,2,1.0
4,N87 Паркінсонізм ,2019-12,Чоловіча,y65+,1,1.0
4,N87 Паркінсонізм ,2019-12,Жіноча,y65+,3,2.0
4,N01 Головний біль ,2019-12,Чоловіча,y6-17,2,2.0
4,N01 Головний біль ,2019-12,Жіноча,y65+,2,
4,N01 Головний біль ,2019-12,Жіноча,y18-39,2,2.0
4,U71 Цистит / сечова інфекція інша  ,2019-12,Жіноча,y0-5,4,3.0
4,U71 Цистит / сечова інфекція інша  ,2019-12,Жіноча,y18-39,4,
4,U71 Цистит / сечова інфекція інша  ,2019-12,Жіноча,y40-64,2,1.0
4,U71 Цистит / сечова інфекція інша  ,2019-12,Жіноча,y6-17,1,1.0
4,U71 Цистит / сечова інфекція інша  ,2019-12,Жіноча,y65+,3,1.0
4,U71 Цистит / сечова інфекція інша  ,2019-12,Чоловіча,y40-64,1,
4,L99 Захворювання (L) інші ,2019-12,Чоловіча,y40-64,5,1.0
4,L99 Захворювання (L) інші ,2019-12,Чоловіча,y0-5,1,1.0
4,L99 Захворювання (L) інші ,2019-12,Жіноча,y65+,1,
4,L99 Захворювання (L) інші ,2019-12,Жіноча,y40-64,3,1.0
4,L99 Захворювання (L) інші ,2019-12,Жіноча,y18-39,1,
4,L94 Остеохондроз ,2019-12,Чоловіча,y65+,5,2.0
4,L94 Остеохондроз ,2019-12,Чоловіча,y40-64,7,4.0
4,U70 Пієлонефрит / пієліт  ,2019-12,Жіноча,y65+,11,2.0
4,L94 Остеохондроз ,2019-12,Чоловіча,y18-39,5,2.0
4,U70 Пієлонефрит / пієліт  ,2019-12,Жіноча,y40-64,2,
4,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y0-5,1,1.0
4,R21 Горло - симптом / скарга  ,2019-12,Жіноча,y18-39,1,1.0
4,R08 Ніс - симптом / скарга ін.  ,2019-12,Чоловіча,y18-39,1,1.0
4,R08 Ніс - симптом / скарга ін.  ,2019-12,Чоловіча,y0-5,3,2.0
4,R08 Ніс - симптом / скарга ін.  ,2019-12,Жіноча,y6-17,1,1.0
4,R08 Ніс - симптом / скарга ін.  ,2019-12,Жіноча,y0-5,2,2.0
4,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-12,Жіноча,y18-39,4,1.0
4,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-12,Жіноча,y40-64,3,2.0
4,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-12,Жіноча,y65+,5,1.0
4,R05 Кашель  ,2019-12,Чоловіча,y40-64,5,3.0
4,R05 Кашель  ,2019-12,Чоловіча,y18-39,6,1.0
4,R05 Кашель  ,2019-12,Чоловіча,y0-5,1,1.0
4,R05 Кашель  ,2019-12,Жіноча,y65+,2,1.0
4,R05 Кашель  ,2019-12,Жіноча,y6-17,1,1.0
4,R05 Кашель  ,2019-12,Жіноча,y40-64,11,6.0
4,R05 Кашель  ,2019-12,Жіноча,y18-39,2,2.0
4,R05 Кашель  ,2019-12,Жіноча,y0-5,1,1.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y65+,3,3.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y6-17,1,
4,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y40-64,7,4.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y18-39,7,4.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Чоловіча,y0-5,1,1.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y65+,22,13.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y6-17,3,3.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y40-64,9,5.0
4,"N99 Неврологічні захворювання, інші ",2019-12,Жіноча,y18-39,11,4.0
4,U70 Пієлонефрит / пієліт  ,2019-12,Жіноча,y18-39,2,1.0
4,R21 Горло - симптом / скарга  ,2019-12,Жіноча,y40-64,4,2.0
4,L94 Остеохондроз ,2019-12,Чоловіча,,1,1.0
4,L94 Остеохондроз ,2019-12,Жіноча,y40-64,16,5.0
4,L86 Спинний синдром з іррадіацією болю ,2019-12,Жіноча,y40-64,3,2.0
4,W78 Вагітність  ,2019-12,Жіноча,y18-39,1,
4,L85 Набута деформація хребта ,2019-12,Чоловіча,y6-17,5,5.0
4,L85 Набута деформація хребта ,2019-12,Жіноча,y6-17,3,2.0
4,L85 Набута деформація хребта ,2019-12,Жіноча,y18-39,1,1.0
4,L84 Спинний синдром без іррадіації болю ,2019-12,Чоловіча,y18-39,2,1.0
4,L84 Спинний синдром без іррадіації болю ,2019-12,Жіноча,y65+,1,1.0
4,L83 Шийний синдром ,2019-12,Чоловіча,y40-64,2,1.0
4,X76 Злоякісні новоутворення молочної залози ,2019-12,Жіноча,y40-64,8,2.0
4,X76 Злоякісні новоутворення молочної залози ,2019-12,Жіноча,y65+,3,
4,основний R74  ,2019-12,Жіноча,y18-39,2,1.0
4,основний R74  ,2019-12,Жіноча,y40-64,7,5.0
4,основний R74  ,2019-12,Чоловіча,y65+,1,
4,L81 Травма опорно-рухової системи БДУ ,2019-12,Чоловіча,y6-17,1,
4,L76 Перелом: інші ,2019-12,Чоловіча,y65+,1,
4,L76 Перелом: інші ,2019-12,Чоловіча,y6-17,2,2.0
4,L74 Перелом: кисть/стопа ,2019-12,Чоловіча,y6-17,4,1.0
4,L03 Поперек - симптоми/скарги ,2019-12,Чоловіча,y18-39,1,1.0
4,L03 Поперек - симптоми/скарги ,2019-12,Жіноча,y40-64,2,2.0
4,L03 Поперек - симптоми/скарги ,2019-12,Жіноча,y18-39,1,1.0
4,K99 Захворювання (К) інші ,2019-12,Чоловіча,y65+,2,2.0
4,K99 Захворювання (К) інші ,2019-12,Жіноча,y65+,1,1.0
4,K99 Захворювання (К) інші ,2019-12,Жіноча,y40-64,3,1.0
4,K99 Захворювання (К) інші ,2019-12,Жіноча,y18-39,1,1.0
4,K95 Варикозне розширення вен ніг ,2019-12,Чоловіча,y40-64,1,
4,L86 Спинний синдром з іррадіацією болю ,2019-12,Чоловіча,y65+,1,
4,L94 Остеохондроз ,2019-12,Жіноча,y65+,11,2.0
4,"U99 Захворювання сечової системи, інші  ",2019-12,Чоловіча,y40-64,4,2.0
4,"U99 Захворювання сечової системи, інші  ",2019-12,Жіноча,y6-17,2,2.0
4,L94 Остеохондроз ,2019-12,Жіноча,y18-39,1,
4,L92 Плечовий синдром ,2019-12,Жіноча,y40-64,1,1.0
4,L92 Плечовий синдром ,2019-12,Жіноча,,1,1.0
4,U95 Сечокам'яна хвороба ,2019-12,Жіноча,y18-39,5,1.0
4,U95 Сечокам'яна хвороба ,2019-12,Жіноча,y40-64,7,2.0
4,U95 Сечокам'яна хвороба ,2019-12,Жіноча,y65+,3,2.0
4,U95 Сечокам'яна хвороба ,2019-12,Чоловіча,y40-64,7,
4,L91 Остеоартроз ін. ,2019-12,Чоловіча,y65+,4,3.0
4,L91 Остеоартроз ін. ,2019-12,Чоловіча,y40-64,5,2.0
4,L91 Остеоартроз ін. ,2019-12,Жіноча,y65+,8,2.0
4,L91 Остеоартроз ін. ,2019-12,Жіноча,y40-64,5,4.0
4,L91 Остеоартроз ін. ,2019-12,Жіноча,y18-39,1,1.0
4,L91 Остеоартроз ін. ,2019-12,Жіноча,,1,1.0
4,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y65+,2,1.0
4,L90 Остеоартроз колінного суглоба ,2019-12,Чоловіча,y40-64,5,3.0
4,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y65+,15,7.0
4,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y40-64,15,9.0
4,L90 Остеоартроз колінного суглоба ,2019-12,Жіноча,y18-39,2,
4,L89 Остеоартроз кульшового суглоба ,2019-12,Чоловіча,y40-64,5,1.0
4,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y65+,3,1.0
4,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y40-64,4,1.0
4,L89 Остеоартроз кульшового суглоба ,2019-12,Жіноча,y18-39,1,1.0
4,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Чоловіча,y40-64,1,
4,L88 Ревматоїдний / серопозитивний артрит ,2019-12,Жіноча,y65+,3,
4,"U99 Захворювання сечової системи, інші  ",2019-12,Жіноча,y40-64,2,
4,"U99 Захворювання сечової системи, інші  ",2019-12,Жіноча,y65+,4,1.0
4,K95 Варикозне розширення вен ніг ,2019-12,Жіноча,y65+,2,
4,R72 Стрептококова інфекція горла  ,2019-12,Жіноча,y40-64,1,
4,T90 Інсулінонезалежний цукровий діабет  ,2019-12,Чоловіча,y65+,35,4.0
4,R81 Пневмонія  ,2019-12,Чоловіча,y65+,3,
4,R81 Пневмонія  ,2019-12,Чоловіча,y6-17,10,1.0
4,R81 Пневмонія  ,2019-12,Чоловіча,y40-64,4,
4,R81 Пневмонія  ,2019-12,Чоловіча,y18-39,5,1.0
4,R81 Пневмонія  ,2019-12,Чоловіча,y0-5,2,1.0
4,R81 Пневмонія  ,2019-12,Жіноча,y65+,9,4.0
4,R81 Пневмонія  ,2019-12,Жіноча,y6-17,9,1.0
4,R81 Пневмонія  ,2019-12,Жіноча,y40-64,18,5.0
4,R81 Пневмонія  ,2019-12,Жіноча,y18-39,3,1.0
4,R81 Пневмонія  ,2019-12,Жіноча,y0-5,6,
4,S88 Контактний/алергічний дерматит  ,2019-12,Жіноча,y0-5,1,1.0
4,S88 Контактний/алергічний дерматит  ,2019-12,Жіноча,y18-39,1,1.0
4,S88 Контактний/алергічний дерматит  ,2019-12,Жіноча,y6-17,1,1.0
4,S88 Контактний/алергічний дерматит  ,2019-12,Жіноча,y65+,2,1.0
4,S88 Контактний/алергічний дерматит  ,2019-12,Чоловіча,y0-5,1,
4,R79 Хронічний бронхіт  ,2019-12,Чоловіча,y65+,2,2.0
4,R79 Хронічний бронхіт  ,2019-12,Чоловіча,y40-64,1,1.0
4,S98 Кропив'янка  ,2019-12,Жіноча,y65+,1,
4,R79 Хронічний бронхіт  ,2019-12,Жіноча,y65+,1,1.0
4,R79 Хронічний бронхіт  ,2019-12,Жіноча,y40-64,1,
4,R78 Гострий бронхіт / бронхіоліт  ,2019-12,Чоловіча,y6-17,37,11.0
4,R78 Гострий бронхіт / бронхіоліт  ,2019-12,Чоловіча,y40-64,6,
4,R78 Гострий бронхіт / бронхіоліт  ,2019-12,Чоловіча,y18-39,6,2.0
4,R78 Гострий бронхіт / бронхіоліт  ,2019-12,Чоловіча,y0-5,9,3.0
4,"S99 Шкірні захворювання, інші  ",2019-12,Жіноча,y18-39,1,1.0
4,R83 Респіраторні інфекції інші  ,2019-12,Жіноча,y18-39,2,
4,"S99 Шкірні захворювання, інші  ",2019-12,Жіноча,y40-64,1,
4,R83 Респіраторні інфекції інші  ,2019-12,Жіноча,y40-64,4,3.0
